Season,Player ID,Temp Player ID,Player,First Name,Last Name,Position,Body Fat %,Hand Length (in),Hand Width (in),Height without shoes (in),Height without shoes,Height with shoes (in),Height with shoes,Standing reach (in),Standing reach,Weight (lbs),Wingspan (in),Wingspan,Bench Press (reps),Lane Agility (sec),Max Vertical Leap (in),Modified Lane Agility (sec),Standing Vertical Leap (in),3/4 Court Sprint (sec),Spot-Up Coll 3 Left Wing Att,Spot-Up Coll 3 Left Wing Made,Spot-Up Coll 3 Left Wing %,Spot-Up Coll 3 Right Wing Att,Spot-Up Coll 3 Right Wing Made,Spot-Up Coll 3 Right Wing %,Spot-Up Coll 3 Left Corner Att,Spot-Up Coll 3 Left Corner Made,Spot-Up Coll 3 Left Corner %,Spot-Up Coll 3 Right Corner Att,Spot-Up Coll 3 Right Corner Made,Spot-Up Coll 3 Right Corner %,Spot-Up Coll 3 Top Att,Spot-Up Coll 3 Top Made,Spot-Up Coll 3 Top %,Spot-Up 15ft Left Wing Att,Spot-Up 15ft Left Wing Made,Spot-Up 15ft Left Wing %,Spot-Up 15ft Right Wing Att,Spot-Up 15ft Right Wing Made,Spot-Up 15ft Right Wing %,Spot-Up 15ft Left Corner Att,Spot-Up 15ft Left Corner Made,Spot-Up 15ft Left Corner %,Spot-Up 15ft Right Corner Att,Spot-Up 15ft Right Corner Made,Spot-Up 15ft Right Corner %,Spot-Up 15ft Top Att,Spot-Up 15ft Top Made,Spot-Up 15ft Top %,Spot-Up NBA 3 Left Wing Att,Spot-Up NBA 3 Left Wing Made,Spot-Up NBA 3 Left Wing %,Spot-Up NBA 3 Right Wing Att,Spot-Up NBA 3 Right Wing Made,Spot-Up NBA 3 Right Wing %,Spot-Up NBA 3 Left Corner Att,Spot-Up NBA 3 Left Corner Made,Spot-Up NBA 3 Left Corner %,Spot-Up NBA 3 Right Corner Att,Spot-Up NBA 3 Right Corner Made,Spot-Up NBA 3 Right Corner %,Spot-Up NBA 3 Top Att,Spot-Up NBA 3 Top Made,Spot-Up NBA 3 Top %,Off-Dribble Coll 3 Left Wing Att,Off-Dribble Coll 3 Left Wing Made,Off-Dribble Coll 3 Left Wing %,Off-Dribble Coll 3 Right Wing Att,Off-Dribble Coll 3 Right Wing Made,Off-Dribble Coll 3 Right Wing %,Off-Dribble Coll 3 Top Att,Off-Dribble Coll 3 Top Made,Off-Dribble Coll 3 Top %,Off-Dribble 15ft Left Wing Att,Off-Dribble 15ft Left Wing Made,Off-Dribble 15ft Left Wing %,Off-Dribble 15ft Right Wing Att,Off-Dribble 15ft Right Wing Made,Off-Dribble 15ft Right Wing %,Off-Dribble 15ft Top Att,Off-Dribble 15ft Top Made,Off-Dribble 15ft Top %,On-Move Coll 3 Att,On-Move Coll 3 Made,On-Move Coll 3 %,On-Move 15ft Att,On-Move 15ft Made,On-Move 15ft %
2020,1629603,1629603,Mamadi Diakite,Mamadi,Diakite,PF,7.83,9,10.25,80.5,6'8.50'',82.2,6'10.25'',107,8'11.00'',222.1,87.75,7'3.75'',,11.95,37,2.71,28,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630210,1630210,Markus Howard,Markus,Howard,PG,9.91,8.5,7.75,69.5,5'9.50'',71,5'11.00'',91.5,7'7.50'',170.8,72.25,6'0.25'',,11.21,35.5,3.17,30.5,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630222,1630222,Mason Jones,Mason,Jones,SG,8.9,8.75,8.5,75.75,6'3.75'',77.7,6'5.75'',102.5,8'6.50'',207.2,79,6'7.00'',,10.6,31,2.49,24,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1629619,1629619,Myles Powell,Myles,Powell,PG-SG,15.8,8,9,72.5,6'0.50'',73.5,6'1.50'',99,8'3.00'',194,79,6'7.00'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630230,1630230,Naji Marshall,Naji,Marshall,SF,8.7,9.25,10.5,77.75,6'5.75'',79,6'7.00'',102.5,8'6.50'',233.5,84.75,7'0.75'',,11.77,35,2.9,28.5,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630233,1630233,Nathan Knight,Nathan,Knight,PF-C,8.2,9,9.5,80,6'8.00'',81.7,6'9.75'',109.5,9'1.50'',235,86,7'2.00'',,11.56,31.5,2.96,23,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630208,1630208,Nick Richards,Nick,Richards,C,8.5,9,9,82.5,6'10.50'',83.5,6'11.50'',110,9'2.00'',241.6,86.25,7'2.25'',,11.42,34,2.92,30,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630220,1630220,Paul Eboua,Paul,Eboua,SF-PF,3.8,9,10.25,78,6'6.00'',79.5,6'7.50'',108,9'0.00'',222.2,87.5,7'3.50'',,10.79,35.5,2.44,33,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630194,1630194,Paul Reed Jr.,Paul,Reed Jr.,PF,6.83,9,8.75,80.5,6'8.50'',81.2,6'9.25'',109.5,9'1.50'',219.2,86,7'2.00'',,12.29,37.5,2.67,26.5,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630173,1630173,Precious Achiuwa,Precious,Achiuwa,PF,6.7,9,10,79.5,6'7.50'',80.7,6'8.75'',108.5,9'0.50'',234,84.75,7'0.75'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1629617,1629617,Reggie Perry,Reggie,Perry,PF-C,8.4,9.25,11,80.25,6'8.25'',81.2,6'9.25'',106.5,8'10.50'',249.6,84.25,7'0.25'',,11.26,33.5,2.57,30,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630218,1630218,Robert Woodard II,Robert,Woodard II,SF,4.5,9,10.75,77.5,6'5.50'',79,6'7.00'',105.5,8'9.50'',230.2,86,7'2.00'',,11.1,38,2.49,32,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630219,1630219,Skylar Mays,Skylar,Mays,SG,7.4,8,9.75,75,6'3.00'',76,6'4.00'',99,8'3.00'',204,78,6'6.00'',,10.65,37.5,2.4,29,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630177,1630177,Theo Maledon,Theo,Maledon,PG,2.8,8.5,10,76,6'4.00'',77,6'5.00'',100.5,8'4.50'',187.4,80.75,6'8.75'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630235,1630235,Trent Forrest,Trent,Forrest,PG,5.65,9,9.75,75.5,6'3.50'',76.7,6'4.75'',102.5,8'6.50'',203,79.5,6'7.50'',,11.04,34.5,2.5,28,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630234,1630234,Ty-Shon Alexander,Ty-Shon,Alexander,SG,12.3,8.75,8.75,74,6'2.00'',76,6'4.00'',100,8'4.00'',200.8,80,6'8.00'',,11.33,33,2.47,28,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630189,1630189,Tyler Bey,Tyler,Bey,PF,5,8.5,9,78,6'6.00'',79,6'7.00'',105.5,8'9.50'',212.8,85.25,7'1.25'',,11.35,43.5,2.75,37,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630179,1630179,Tyrell Terry,Tyrell,Terry,PG,7.6,7.5,8.25,73.5,6'1.50'',75,6'3.00'',96,8'0.00'',170,73.75,6'1.75'',,10.78,34,2.59,30,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1628962,1628962,Udoka Azubuike,Udoka,Azubuike,C,9.61,9.25,10,82,6'10.00'',83.5,6'11.50'',109,9'1.00'',259.5,91.25,7'7.25'',,11.82,41,3.61,37,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630214,1630214,Xavier Tillman Sr.,Xavier,Tillman Sr.,PF-C,8.5,10.25,11,79.5,6'7.50'',80.5,6'8.50'',106,8'10.00'',266.5,86,7'2.00'',,11.8,32.5,3.01,26,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630213,1630213,Yoeli Childs,Yoeli,Childs,PF,8.2,8.75,10,78,6'6.00'',79,6'7.00'',106,8'10.00'',226.4,83.5,6'11.50'',,10.87,38.5,2.42,34,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1630192,1630192,Zeke Nnaji,Zeke,Nnaji,PF-C,5.9,9,10.5,81.25,6'9.25'',82.5,6'10.50'',105.5,8'9.50'',246.8,86,7'2.00'',,10.94,38,2.72,33,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629678,1629678,Admiral Schofield,Admiral,Schofield,SF,6.8,8.75,9,76,6' 4'',77.25,6' 5.25'',102.5,8' 6.5'',240.6,81.75,6' 9.75'',15,10.77,34,2.87,30,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629626,1629626,Bol Bol,Bol,Bol,C,7.1,9.25,9.5,84.75,7' 0.75'',86.5,7' 2.5'',115.5,9' 7.5'',208,91,7' 7'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629634,1629634,Brandon Clarke,Brandon,Clarke,SF,4.9,8.25,9.5,79.25,6' 7.25'',80.25,6' 8.25'',102,8' 6'',207.2,80.25,6' 8.25'',10,10.61,40.5,3.05,34,3.15,,,,,,,,,,,,,,,,5,4,0.8,5,4,0.8,5,4,0.8,4,2,0.5,5,4,0.8,5,3,0.6,5,3,0.6,5,2,0.4,5,2,0.4,5,1,0.2,,,,,,,,,,4,3,0.75,4,3,0.75,4,2,0.5,,,,32,20,0.625
2019,1628968,1628968,Brian Bowen II,Brian,Bowen II,SF,6.5,8.5,9.75,78.25,6' 6.25'',79.5,6' 7.5'',103,8' 7'',200,82,6' 10'',1,10.98,35.5,3.21,32,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,0.545
2019,1628981,1628981,Bruno Fernando,Bruno,Fernando,C,5.4,9.25,10,80.75,6' 8.75'',82.25,6' 10.25'',110,9' 2'',237,87.25,7' 3.25'',13,11.29,33.5,3.05,29.5,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,22,0.71
2019,1629661,1629661,Cameron Johnson,Cameron,Johnson,SG,5.8,8,8.5,79,6' 7'',80.5,6' 8.5'',103,8' 7'',205.2,82,6' 10'',,10.52,36.5,3.28,30.5,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629629,1629629,Cameron Reddish,Cameron,Reddish,SF,4.7,9,9,78.5,6' 6.5'',80,6' 8'',105.5,8' 9.5'',207.8,84.5,7' 0.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629654,1629654,Carsen Edwards,Carsen,Edwards,PG,5.5,8.75,9,70.75,5' 10.75'',72.25,6' 0.25'',94.5,7' 10.5'',199.4,78,6' 6'',14,10.53,34,2.82,28.5,3.22,,,,,,,,,,,,,,,,5,4,0.8,5,4,0.8,5,4,0.8,5,5,1,5,4,0.8,5,3,0.6,5,3,0.6,4,4,1,5,2,0.4,5,3,0.6,,,,,,,,,,4,3,0.75,4,1,0.25,4,3,0.75,,,,33,21,0.636
2019,1629646,1629646,Charles Bassey,Charles,Bassey,C,8.5,9.25,9.5,80.75,6' 8.75'',82,6' 10'',109.5,9' 1.5'',239,87.5,7' 3.5'',7,12.65,33,3.27,29,3.53,,,,,,,,,,,,,,,,5,4,0.8,5,4,0.8,5,4,0.8,5,3,0.6,5,3,0.6,5,2,0.4,5,2,0.4,5,2,0.4,5,3,0.6,5,3,0.6,,,,,,,,,,4,1,0.25,4,3,0.75,4,1,0.25,,,,34,23,0.676
2019,1629666,1629666,Charles Matthews,Charles,Matthews,SG,3.8,8.5,8.75,77,6' 5'',78.25,6' 6.25'',103,8' 7'',194.8,81.5,6' 9.5'',9,11.26,37.5,3.24,29.5,3.38,5,3,0.6,6,4,0.667,5,0,0,5,4,0.8,6,4,0.667,,,,,,,,,,,,,,,,5,2,0.4,5,2,0.4,5,1,0.2,5,1,0.2,5,2,0.4,,,,,,,,,,4,1,0.25,4,2,0.5,4,1,0.25,,,,28,17,0.607
2019,1629643,1629643,Chuma Okeke,Chuma,Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629632,1629632,Coby White,Coby,White,PG,4.3,7.75,9,75.5,6' 3.5'',76.75,6' 4.75'',97.5,8' 1.5'',191.4,77,6' 5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1628998,1628998,Cody Martin,Cody,Martin,PG-SG,5,8.25,9,76.75,6' 4.75'',77.5,6' 5.5'',102.5,8' 6.5'',192.2,82.25,6' 10.25'',7,10.44,35.5,2.99,28,3.32,5,4,0.8,5,3,0.6,5,3,0.6,5,3,0.6,5,4,0.8,,,,,,,,,,,,,,,,5,3,0.6,5,4,0.8,5,2,0.4,5,3,0.6,5,4,0.8,,,,,,,,,,4,2,0.5,4,2,0.5,4,3,0.75,,,,31,18,0.581
2019,1629655,1629655,Daniel Gafford,Daniel,Gafford,PF,5.9,9.25,9.25,81.25,6' 9.25'',82.5,6' 10.5'',110,9' 2'',237.6,86.5,7' 2.25'',5,11.61,36.5,3.19,32.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629610,1629610,DaQuan Jeffries,DaQuan,Jeffries,SF-PF,3.9,9.5,10.25,76,6' 4'',77,6' 5'',104,8' 8'',215.6,83.25,6' 11.25'',,,,,,,6,5,0.833,5,5,1,6,4,0.667,5,4,0.8,4,3,0.75,,,,,,,,,,,,,,,,6,4,0.667,5,3,0.6,5,3,0.6,5,4,0.8,6,2,0.333,,,,,,,,,,4,2,0.5,4,1,0.25,4,3,0.75,,,,31,17,0.548
2019,1629647,1629647,Darius Bazley,Darius,Bazley,PF,3.6,9,9.75,79.75,6' 7.75'',81,6' 9'',107,8' 11'',208.4,84,7' 0'',4,11.09,37,2.95,30.5,3.27,5,2,0.4,5,1,0.2,5,4,0.8,5,1,0.2,5,3,0.6,,,,,,,,,,,,,,,,5,2,0.4,5,3,0.6,5,3,0.6,5,4,0.8,5,4,0.8,,,,,,,,,,4,2,0.5,4,2,0.5,4,0,0,,,,31,19,0.613
2019,1629636,1629636,Darius Garland,Darius,Garland,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629631,1629631,De'Andre Hunter,De'Andre,Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629664,1629664,Dedric Lawson,Dedric,Lawson,PF,8.9,9.75,9.75,79,6' 7'',80.5,6' 8.5'',107.5,8' 11.5'',233,86.25,7' 2.25'',10,11.8,26,3.54,23.5,3.6,5,5,1,5,1,0.2,5,1,0.2,5,5,1,5,4,0.8,,,,,,,,,,,,,,,,5,1,0.2,5,2,0.4,5,2,0.4,5,2,0.4,5,3,0.6,4,3,0.75,4,2,0.5,4,1,0.25,,,,,,,,,,,,,31,21,0.677
2019,1629653,1629653,Devon Dotson,Devon,Dotson,PG,5.9,8.25,9.5,72,6' 0'',74,6' 2'',95.5,7' 11.5'',178.6,75.25,6' 3.25'',7,10.63,38.5,2.8,30,3.04,5,3,0.6,5,3,0.6,5,1,0.2,5,4,0.8,5,3,0.6,,,,,,,,,,,,,,,,5,3,0.6,5,2,0.4,5,4,0.8,5,3,0.6,5,3,0.6,,,,,,,,,,4,2,0.5,4,1,0.25,4,3,0.75,,,,32,22,0.688
2019,1629608,1629608,Dewan Hernandez,Dewan,Hernandez,C,6.1,9.5,10.25,81,6' 9'',82.25,6' 10.25'',107,8' 11'',232.8,85.75,7' 1.75'',13,11.46,35.5,3.25,30.5,3.28,5,3,0.6,5,2,0.4,5,3,0.6,5,4,0.8,5,1,0.2,,,,,,,,,,,,,,,,5,1,0.2,5,4,0.8,5,3,0.6,5,2,0.4,5,3,0.6,4,3,0.75,4,2,0.5,4,2,0.5,4,3,0.75,4,3,0.75,4,2,0.5,12,8,0.667,12,5,0.417
2019,1629685,1629685,Dylan Windler,Dylan,Windler,SF,4.6,8.25,9.5,78.25,6' 6.25'',79.5,6' 7.5'',104.5,8' 8.5'',195.8,82,6' 10'',8,10.7,37.5,2.94,29,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629672,1629672,Eric Paschall,Eric,Paschall,SF,6.3,9,9.5,78,6' 6'',79.25,6' 7.25'',103.5,8' 7.5'',254.4,87.75,6' 11.75'',18,11.63,38,3.26,33,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629684,1629684,Grant Williams,Grant,Williams,PF,5.4,9,10.5,77.75,6' 5.75'',79.5,6' 7.5'',104.5,8' 8.5'',240.2,81.75,6' 9.75'',20,10.83,31.5,3.27,26,3.33,5,3,0.6,5,3,0.6,5,3,0.6,5,3,0.6,5,1,0.2,,,,,,,,,,,,,,,,5,4,0.8,5,3,0.6,5,4,0.8,5,3,0.6,5,4,0.8,,,,,,,,,,4,3,0.75,4,3,0.75,4,2,0.5,,,,32,23,0.719
2019,1629649,1629649,Ignas Brazdeikis,Ignas,Brazdeikis,SF,6,8.75,9.5,77.75,6' 5.75'',79.25,6' 7.25'',102,8' 6'',220.8,81.25,6' 9.25'',13,11.06,36.5,3.17,31,3.36,5,4,0.8,5,1,0.2,5,5,1,5,3,0.6,5,4,0.8,,,,,,,,,,,,,,,,5,4,0.8,5,4,0.8,5,4,0.8,5,4,0.8,5,2,0.4,,,,,,,,,,4,1,0.25,4,3,0.75,4,2,0.5,,,,32,27,0.844
2019,1629676,1629676,Isaiah Roby,Isaiah,Roby,PF,3.9,9,10.5,79.25,6' 7.25'',80.5,6' 8.5'',106,8' 10'',214,85,7' 1'',9,10.63,35.5,3.05,32.5,3.25,,,,,,,,,,,,,,,,5,3,0.6,5,5,1,5,4,0.8,5,3,0.6,5,5,1,5,3,0.6,5,2,0.4,5,3,0.6,5,4,0.8,5,5,1,,,,,,,,,,4,3,0.75,4,3,0.75,4,3,0.75,,,,34,20,0.588
2019,1629630,1629630,Ja Morant,Ja,Morant,PG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629658,1629658,Jalen Hoard,Jalen,Hoard,PF,6.7,8.75,9.75,79.25,6' 7.25'',81,6' 9'',105.5,8' 9.5'',212.6,84.75,7' 0.75'',8,11.44,35.5,3.32,27.5,3.34,5,1,0.2,5,4,0.8,5,2,0.4,5,0,0,5,3,0.6,,,,,,,,,,,,,,,,5,3,0.6,5,2,0.4,5,4,0.8,5,3,0.6,5,2,0.4,,,,,,,,,,4,3,0.75,4,1,0.25,4,2,0.5,,,,30,19,0.633
2019,1629665,1629665,Jalen Lecque,Jalen,Lecque,PG,4,8.75,8.5,74.5,6' 2.5'',76.25,6' 4.25'',98.5,8' 2.5'',185.2,80.5,6' 8.5'',1,11.09,43,3.3,35,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629667,1629667,Jalen McDaniels,Jalen,McDaniels,SF,5.7,9,10,80.25,6' 8.25'',81.75,6' 9.75'',105.5,8' 9.5'',191.6,84.25,7' 0.25'',0,11.54,33.5,3.23,29.5,3.32,6,3,0.5,5,1,0.2,5,4,0.8,5,3,0.6,5,4,0.8,,,,,,,,,,,,,,,,6,5,0.833,6,3,0.5,5,2,0.4,5,1,0.2,5,2,0.4,,,,,,,,,,4,3,0.75,4,2,0.5,4,2,0.5,,,,30,20,0.667
2019,1629607,1629607,Jared Harper,Jared,Harper,PG,3.9,8.25,9.5,69.75,5' 9.75'',71,5' 11'',94,7' 10'',169.2,77.5,6' 5.5'',8,10.77,40.5,3.02,33.5,3.04,5,5,1,5,3,0.6,5,4,0.8,5,5,1,5,4,0.8,,,,,,,,,,,,,,,,5,4,0.8,5,4,0.8,5,5,1,5,4,0.8,5,4,0.8,,,,,,,,,,4,0,0,4,2,0.5,4,2,0.5,,,,30,17,0.567
2019,1629633,1629633,Jarrett Culver,Jarrett,Culver,SG,5,8.25,8.5,77.25,6' 5.25'',78.75,6' 6.75'',100.5,8' 4.5'',194.2,81.5,6' 9.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629637,1629637,Jaxson Hayes,Jaxson,Hayes,PF,5,9.25,10.5,82.25,6' 10.25'',83.5,6' 11.5'',110.5,9' 2.5'',218.6,87.5,7' 3.5'',5,11.74,34.5,3.23,27,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1628986,1628986,Jaylen Hands,Jaylen,Hands,PG,5.1,8,8.25,73.5,6' 1.5'',75,6' 3'',97,8' 1'',180.4,77.5,6' 5.5'',6,10.73,41.5,3.03,33,3.12,5,4,0.8,5,4,0.8,5,3,0.6,5,3,0.6,5,3,0.6,,,,,,,,,,,,,,,,5,2,0.4,5,4,0.8,5,2,0.4,5,3,0.6,5,4,0.8,4,3,0.75,4,1,0.25,4,2,0.5,,,,,,,,,,,,,32,22,0.688
2019,1629669,1629669,Jaylen Nowell,Jaylen,Nowell,SG,6.1,8.25,8.5,75.25,6' 3.25'',76.25,6' 4.25'',98,8' 2'',202.4,79.25,6' 7.25'',2,10.76,38.5,3.13,32,3.23,5,1,0.2,5,3,0.6,4,2,0.5,5,4,0.8,5,5,1,,,,,,,,,,,,,,,,5,2,0.4,5,2,0.4,4,2,0.5,5,0,0,5,3,0.6,,,,,,,,,,4,3,0.75,4,3,0.75,4,3,0.75,,,,29,24,0.828
2019,1629007,1629007,Jontay Porter,Jontay,Porter,PF,8.5,8.75,9.5,81.75,6' 9.75'',83,6' 11'',109.5,9' 1.5'',210.4,84,7' 0'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629648,1629648,Jordan Bone,Jordan,Bone,SG,5,7.5,9.25,73.5,6' 1.5'',74.75,6' 2.75'',95,7' 11'',179,75.25,6' 3.25'',7,9.97,42.5,2.78,36,3.08,5,4,0.8,5,4,0.8,5,3,0.6,5,5,1,5,4,0.8,,,,,,,,,,,,,,,,5,5,1,5,2,0.4,5,3,0.6,5,2,0.4,5,5,1,,,,,,,,,,4,3,0.75,4,2,0.5,4,2,0.5,,,,34,21,0.618
2019,1629670,1629670,Jordan Nwora,Jordan,Nwora,PF,7.8,8.5,9.25,77.75,6' 5.75'',79.5,6' 7.5'',103,8' 7'',220,82.5,6' 10.5'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629673,1629673,Jordan Poole,Jordan,Poole,SG,7.5,8.25,8.5,75.5,6' 3.5'',77.5,6' 5.5'',99.5,8' 3.5'',190.8,78.75,6' 6.75'',,10.59,35.5,3.14,28,3.27,,,,,,,,,,,,,,,,5,5,1,5,5,1,5,3,0.6,5,2,0.4,5,3,0.6,5,4,0.8,5,4,0.8,5,3,0.6,5,5,1,5,4,0.8,,,,,,,,,,4,1,0.25,4,3,0.75,4,1,0.25,,,,34,23,0.676
2019,1629640,1629640,Keldon Johnson,Keldon,Johnson,SG,5.6,8,9.25,76.75,6' 4.75'',78,6' 6'',104,8' 8'',216.4,81.25,6' 9.25'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629645,1629645,Kevin Porter Jr.,Kevin,Porter Jr.,SG,5.1,8.75,8.75,76,6' 4'',77.5,6' 5.5'',103,8' 7'',212.6,81,6' 9'',2,10.82,34,3.03,27,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629681,1629681,Killian Tillie,Killian,Tillie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1629025,1629025,Kris Wilkes,Kris,Wilkes,SF,4.9,8.5,9.5,78.25,6' 6.25'',79.75,6' 7.75'',103,8' 7'',208.8,82.75,6' 10.75'',4,10.39,35,3.09,27.5,3.34,,,,,,,,,,,,,,,,5,3,0.6,5,3,0.6,5,5,1,5,3,0.6,5,4,0.8,5,1,0.2,5,3,0.6,5,3,0.6,5,3,0.6,5,3,0.6,,,,,,,,,,4,2,0.5,4,0,0,4,4,1,,,,33,24,0.727
